building	effect	effect_scope	value	value_damaged	value_ruined
3c_rome_city_centre_food_3	rom_building_gdp_trade_local	this_building	100.0	50.0	0.0
3c_rome_city_centre_food_3	rom_building_public_order_happiness	this_province	-4.0	-2.0	0.0
3c_rome_city_centre_food_3	rom_building_road	this_region	3.0	3.0	3.0
3c_rome_city_centre_food_3	rom_building_squalor	this_region	3.0	5.0	6.0
3c_rome_city_centre_food_4	rom_building_food_farming_animal_husbandry	this_region	14.0	7.0	0.0
3c_rome_city_centre_food_4	rom_building_gdp_mod_agriculture_all	regions_in_this_province	30.0	15.0	0.0
3c_rome_city_centre_food_4	rom_building_gdp_trade_local	this_building	150.0	75.0	0.0
3c_rome_city_centre_food_4	rom_building_public_order_happiness	this_province	-8.0	-4.0	0.0
3c_rome_city_centre_food_4	rom_building_road	this_region	4.0	4.0	4.0
3c_rome_city_centre_food_4	rom_building_squalor	this_region	5.0	8.0	10.0
3c_rome_city_centre_gladiator_2	rom_building_food_consumption	this_region	1.0	1.0	0.0
3c_rome_city_centre_gladiator_2	rom_building_gdp_culture_entertainment	this_building	60.0	30.0	0.0
3c_rome_city_centre_gladiator_2	rom_building_public_order_happiness	this_province	5.0	3.0	0.0
3c_rome_city_centre_gladiator_2	rom_building_road	this_region	2.0	2.0	2.0
3c_rome_city_centre_gladiator_3	rom_building_food_consumption	this_region	4.0	4.0	0.0
3c_rome_city_centre_gladiator_3	rom_building_gdp_culture_entertainment	this_building	130.0	65.0	0.0
3c_rome_city_centre_gladiator_3	rom_building_public_order_happiness	this_province	12.0	6.0	0.0
3c_rome_city_centre_gladiator_3	rom_building_road	this_region	3.0	3.0	3.0
3c_rome_city_centre_gladiator_4	rom_building_food_consumption	this_region	8.0	8.0	0.0
3c_rome_city_centre_gladiator_4	rom_building_gdp_culture_entertainment	this_building	200.0	100.0	0.0
3c_rome_city_centre_gladiator_4	rom_building_public_order_happiness	this_province	24.0	12.0	0.0
3c_rome_city_centre_gladiator_4	rom_building_road	this_region	4.0	4.0	4.0
3c_rome_city_centre_gladiator_5	rom_building_food_consumption	this_region	8.0	8.0	0.0
3c_rome_city_centre_gladiator_5	rom_building_gdp_culture_entertainment	this_building	500.0	250.0	0.0
3c_rome_city_centre_gladiator_5	rom_building_public_order_happiness	this_province	12.0	6.0	0.0
3c_rome_city_centre_gladiator_5	rom_building_road	this_region	4.0	4.0	4.0
3c_rome_city_centre_gladiator_5	rom_character_power_to_ruling_party_per_turn	this_faction	2.0	1.0	0.0
3c_rome_city_centre_library_2	rom_building_food_consumption	this_region	1.0	1.0	0.0
3c_rome_city_centre_library_2	rom_building_gdp_culture_learning	this_building	70.0	35.0	0.0
3c_rome_city_centre_library_2	rom_building_research_points	this_faction	6.0	3.0	0.0
3c_rome_city_centre_library_2	rom_building_road	this_region	2.0	2.0	2.0
3c_rome_city_centre_library_3	rom_building_food_consumption	this_region	4.0	4.0	0.0
3c_rome_city_centre_library_3	rom_building_gdp_culture_learning	this_building	100.0	50.0	0.0
3c_rome_city_centre_library_3	rom_building_research_points	this_faction	12.0	6.0	0.0
3c_rome_city_centre_library_3	rom_building_road	this_region	3.0	3.0	3.0
3c_rome_city_centre_library_4	rom_building_food_consumption	this_region	8.0	8.0	0.0
3c_rome_city_centre_library_4	rom_building_gdp_culture_learning	this_building	150.0	75.0	0.0
3c_rome_city_centre_library_4	rom_building_research_points	this_faction	24.0	12.0	0.0
3c_rome_city_centre_library_4	rom_building_road	this_region	4.0	4.0	4.0
3c_rome_city_centre_slave_2	3c_banditry_building	this_province	6.0	6.0	6.0
3c_rome_city_centre_slave_2	rom_building_gdp_mod_agriculture_all	regions_in_this_province	15.0	5.0	0.0
3c_rome_city_centre_slave_2	rom_building_gdp_mod_industry	regions_in_this_province	15.0	5.0	0.0
3c_rome_city_centre_slave_2	rom_building_gdp_trade_local	this_building	200.0	50.0	0.0
3c_rome_city_centre_slave_2	rom_building_public_order_happiness	this_province	-4.0	-2.0	0.0
3c_rome_city_centre_slave_2	rom_building_road	this_region	2.0	2.0	2.0
3c_rome_city_centre_slave_2	rom_building_slave_decrease_mod	this_province	25.0	13.0	0.0
3c_rome_city_centre_slave_2	rom_building_slave_gpd_mod	this_province	25.0	13.0	0.0
3c_rome_city_centre_slave_2	rom_building_squalor	this_region	1.0	2.0	2.0
3c_rome_city_centre_slave_3	3c_banditry_building	this_province	8.0	8.0	8.0
3c_rome_city_centre_slave_3	rom_building_gdp_mod_agriculture_all	regions_in_this_province	30.0	10.0	0.0
3c_rome_city_centre_slave_3	rom_building_gdp_mod_industry	regions_in_this_province	30.0	10.0	0.0
3c_rome_city_centre_slave_3	rom_building_gdp_trade_local	this_building	500.0	125.0	0.0
3c_rome_city_centre_slave_3	rom_building_public_order_happiness	this_province	-8.0	-4.0	0.0
3c_rome_city_centre_slave_3	rom_building_road	this_region	3.0	3.0	3.0
3c_rome_city_centre_slave_3	rom_building_slave_decrease_mod	this_province	50.0	25.0	0.0
3c_rome_city_centre_slave_3	rom_building_slave_gpd_mod	this_province	50.0	25.0	0.0
3c_rome_city_centre_slave_3	rom_building_squalor	this_region	3.0	5.0	6.0
3c_rome_city_centre_spice_2	rom_building_gdp_mod_all	regions_in_this_province	3.0	2.0	0.0
3c_rome_city_centre_spice_2	rom_building_gdp_trade_local	this_building	100.0	50.0	0.0
3c_rome_city_centre_spice_2	rom_building_public_order_happiness	this_province	-1.0	-1.0	0.0
3c_rome_city_centre_spice_2	rom_building_road	this_region	2.0	2.0	2.0
3c_rome_city_centre_spice_2	rom_building_squalor	this_region	1.0	2.0	2.0
3c_rome_city_centre_spice_3	rom_building_gdp_mod_all	regions_in_this_province	6.0	3.0	0.0
3c_rome_city_centre_spice_3	rom_building_gdp_trade_local	this_building	200.0	100.0	0.0
3c_rome_city_centre_spice_3	rom_building_public_order_happiness	this_province	-3.0	-2.0	0.0
3c_rome_city_centre_spice_3	rom_building_road	this_region	3.0	3.0	3.0
3c_rome_city_centre_spice_3	rom_building_squalor	this_region	3.0	5.0	6.0
3c_rome_city_centre_spice_4	rom_building_gdp_mod_all	regions_in_this_province	10.0	5.0	0.0
3c_rome_city_centre_spice_4	rom_building_gdp_trade_local	this_building	400.0	200.0	0.0
3c_rome_city_centre_spice_4	rom_building_public_order_happiness	this_province	-8.0	-4.0	0.0
3c_rome_city_centre_spice_4	rom_building_road	this_region	4.0	4.0	4.0
3c_rome_city_centre_spice_4	rom_building_squalor	this_region	5.0	8.0	10.0
3c_rome_city_centre_spice_5	rom_building_culture_conversion_to_state_culture	this_region	4.0	2.0	0.0
3c_rome_city_centre_spice_5	rom_building_gdp_mod_all	regions_in_this_province	15.0	5.0	0.0
3c_rome_city_centre_spice_5	rom_building_gdp_trade_local	this_building	800.0	400.0	0.0
3c_rome_city_centre_spice_5	rom_building_public_order_happiness	this_province	-12.0	-6.0	0.0
3c_rome_city_centre_spice_5	rom_building_road	this_region	4.0	4.0	4.0
3c_rome_city_centre_spice_5	rom_building_squalor	this_region	8.0	12.0	16.0
3c_rome_city_centre_spice_5	rom_character_power_to_ruling_party_per_turn	this_faction	2.0	1.0	0.0
3c_rome_city_centre_wine_2	3c_banditry_building	this_province	6.0	6.0	6.0
3c_rome_city_centre_wine_2	rom_building_food_consumption	this_region	1.0	1.0	0.0
3c_rome_city_centre_wine_2	rom_building_gdp_mod_culture_all	regions_in_this_province	10.0	5.0	0.0
3c_rome_city_centre_wine_2	rom_building_gdp_trade_local	this_building	160.0	40.0	0.0
3c_rome_city_centre_wine_2	rom_building_public_order_happiness	this_province	1.0	1.0	0.0
3c_rome_city_centre_wine_2	rom_building_road	this_region	2.0	2.0	2.0
3c_rome_city_centre_wine_2	rom_building_squalor	this_region	1.0	2.0	2.0
3c_rome_city_centre_wine_2	rom_building_trade_route_value_mod_global	this_faction	6.0	3.0	0.0
3c_rome_city_centre_wine_3	3c_banditry_building	this_province	7.0	7.0	7.0
3c_rome_city_centre_wine_3	rom_building_food_consumption	this_region	4.0	4.0	0.0
3c_rome_city_centre_wine_3	rom_building_gdp_mod_culture_all	regions_in_this_province	20.0	10.0	0.0
3c_rome_city_centre_wine_3	rom_building_gdp_trade_local	this_building	320.0	80.0	0.0
3c_rome_city_centre_wine_3	rom_building_public_order_happiness	this_province	2.0	1.0	0.0
3c_rome_city_centre_wine_3	rom_building_road	this_region	3.0	3.0	3.0
3c_rome_city_centre_wine_3	rom_building_squalor	this_region	3.0	5.0	6.0
3c_rome_city_centre_wine_3	rom_building_trade_route_value_mod_global	this_faction	12.0	6.0	0.0
3c_rome_city_centre_wine_4	3c_banditry_building	this_province	8.0	8.0	8.0
3c_rome_city_centre_wine_4	rom_building_food_consumption	this_region	8.0	8.0	0.0
3c_rome_city_centre_wine_4	rom_building_gdp_mod_culture_all	regions_in_this_province	30.0	15.0	0.0
3c_rome_city_centre_wine_4	rom_building_gdp_trade_local	this_building	640.0	160.0	0.0
3c_rome_city_centre_wine_4	rom_building_public_order_happiness	this_province	3.0	2.0	0.0
3c_rome_city_centre_wine_4	rom_building_road	this_region	4.0	4.0	4.0
3c_rome_city_centre_wine_4	rom_building_squalor	this_region	5.0	8.0	10.0
3c_rome_city_centre_wine_4	rom_building_trade_route_value_mod_global	this_faction	18.0	9.0	0.0
3c_rome_city_civil_2	rom_building_culture_conversion_latin	this_region	2.0	1.0	0.0
3c_rome_city_civil_2	rom_building_food_consumption	this_region	1.0	1.0	0.0
3c_rome_city_civil_2	rom_building_gdp_mod_all	regions_in_this_province	8.0	4.0	0.0
3c_rome_city_civil_2	rom_building_gdp_subsistence	this_building	300.0	150.0	0.0
3c_rome_city_civil_2	rom_building_growth_all	this_province	5.0	5.0	0.0
3c_rome_city_civil_2	rom_building_road	this_region	5.0	5.0	5.0
3c_rome_city_civil_2	rom_building_squalor	this_region	1.0	2.0	2.0
3c_rome_city_civil_2	rom_building_wall_defences_enable_arrow_towers	this_region	1.0	1.0	0.0
3c_rome_city_civil_2	rom_hidden_walls_15m	this_region	1.0	1.0	1.0
3c_rome_city_civil_2	rom_region_line_of_sight_extension	this_region	12.0	12.0	12.0
3c_rome_city_civil_3	rom_building_culture_conversion_latin	this_region	4.0	2.0	0.0
3c_rome_city_civil_3	rom_building_defence_artillery_slots	this_region	4.0	3.0	3.0
3c_rome_city_civil_3	rom_building_food_consumption	this_region	4.0	4.0	0.0
3c_rome_city_civil_3	rom_building_gdp_mod_all	regions_in_this_province	10.0	5.0	0.0
3c_rome_city_civil_3	rom_building_gdp_subsistence	this_building	400.0	200.0	0.0
3c_rome_city_civil_3	rom_building_growth_all	this_province	7.0	7.0	0.0
3c_rome_city_civil_3	rom_building_road	this_region	10.0	10.0	10.0
3c_rome_city_civil_3	rom_building_squalor	this_region	3.0	5.0	6.0
3c_rome_city_civil_3	rom_building_wall_defences_enable_arrow_towers	this_region	1.0	1.0	0.0
3c_rome_city_civil_3	rom_hidden_walls_15m	this_region	1.0	1.0	1.0
3c_rome_city_civil_3	rom_region_line_of_sight_extension	this_region	12.0	12.0	12.0
3c_rome_city_civil_4	rom_building_culture_conversion_latin	this_region	6.0	3.0	0.0
3c_rome_city_civil_4	rom_building_defence_artillery_slots	this_region	8.0	6.0	6.0
3c_rome_city_civil_4	rom_building_food_consumption	this_region	8.0	8.0	0.0
3c_rome_city_civil_4	rom_building_gdp_mod_all	regions_in_this_province	12.0	6.0	0.0
3c_rome_city_civil_4	rom_building_gdp_subsistence	this_building	500.0	250.0	0.0
3c_rome_city_civil_4	rom_building_growth_all	this_province	9.0	9.0	0.0
3c_rome_city_civil_4	rom_building_road	this_region	15.0	15.0	15.0
3c_rome_city_civil_4	rom_building_squalor	this_region	5.0	8.0	10.0
3c_rome_city_civil_4	rom_building_wall_defences_enable_scorpio_towers	this_region	1.0	1.0	0.0
3c_rome_city_civil_4	rom_hidden_walls_15m	this_region	1.0	1.0	1.0
3c_rome_city_civil_4	rom_region_line_of_sight_extension	this_region	12.0	12.0	12.0
3c_rome_city_garrison_2	rom_building_food_consumption	this_region	1.0	1.0	0.0
3c_rome_city_garrison_2	rom_building_gdp_mod_all	regions_in_this_province	6.0	3.0	0.0
3c_rome_city_garrison_2	rom_building_gdp_subsistence	this_building	250.0	125.0	0.0
3c_rome_city_garrison_2	rom_building_growth_all	this_province	3.0	3.0	0.0
3c_rome_city_garrison_2	rom_building_public_order_happiness	this_province	2.0	1.0	0.0
3c_rome_city_garrison_2	rom_building_road	this_region	5.0	5.0	5.0
3c_rome_city_garrison_2	rom_building_squalor	this_region	1.0	2.0	2.0
3c_rome_city_garrison_2	rom_building_wall_defences_enable_arrow_towers	this_region	1.0	1.0	0.0
3c_rome_city_garrison_2	rom_hidden_walls_15m	this_region	1.0	1.0	1.0
3c_rome_city_garrison_2	rom_region_line_of_sight_extension	this_region	12.0	12.0	12.0
3c_rome_city_garrison_3	rom_building_defence_artillery_slots	this_region	4.0	3.0	3.0
3c_rome_city_garrison_3	rom_building_food_consumption	this_region	4.0	4.0	0.0
3c_rome_city_garrison_3	rom_building_gdp_mod_all	regions_in_this_province	6.0	3.0	0.0
3c_rome_city_garrison_3	rom_building_gdp_subsistence	this_building	300.0	150.0	0.0
3c_rome_city_garrison_3	rom_building_growth_all	this_province	3.0	3.0	0.0
3c_rome_city_garrison_3	rom_building_public_order_happiness	this_province	4.0	2.0	0.0
3c_rome_city_garrison_3	rom_building_road	this_region	10.0	10.0	10.0
3c_rome_city_garrison_3	rom_building_squalor	this_region	3.0	5.0	6.0
3c_rome_city_garrison_3	rom_building_wall_defences_enable_arrow_towers	this_region	1.0	1.0	0.0
3c_rome_city_garrison_3	rom_hidden_walls_15m	this_region	1.0	1.0	1.0
3c_rome_city_garrison_3	rom_region_line_of_sight_extension	this_region	12.0	12.0	12.0
3c_rome_city_garrison_4	rom_building_defence_artillery_slots	this_region	8.0	6.0	6.0
3c_rome_city_garrison_4	rom_building_food_consumption	this_region	8.0	8.0	0.0
3c_rome_city_garrison_4	rom_building_gdp_mod_all	regions_in_this_province	6.0	3.0	0.0
3c_rome_city_garrison_4	rom_building_gdp_subsistence	this_building	350.0	175.0	0.0
3c_rome_city_garrison_4	rom_building_growth_all	this_province	3.0	3.0	0.0
3c_rome_city_garrison_4	rom_building_public_order_happiness	this_province	6.0	3.0	0.0
3c_rome_city_garrison_4	rom_building_road	this_region	15.0	15.0	15.0
3c_rome_city_garrison_4	rom_building_squalor	this_region	5.0	8.0	10.0
3c_rome_city_garrison_4	rom_building_wall_defences_enable_scorpio_towers	this_region	1.0	1.0	0.0
3c_rome_city_garrison_4	rom_hidden_walls_15m	this_region	1.0	1.0	1.0
3c_rome_city_garrison_4	rom_region_line_of_sight_extension	this_region	12.0	12.0	12.0
3c_rome_cult_1	3c_cult_dismantle_cost	this_building	500.0	0.0	0.0
3c_rome_cult_1	rom_building_growth_all	this_province	2.0	1.0	0.0
3c_rome_cult_1	rom_building_public_order_happiness	this_province	2.0	1.0	0.0
3c_rome_cult_1	rom_building_sanitation	this_region	2.0	1.0	0.0
3c_rome_cult_christ_2	3c_building_cult_public_order_per_different_province_temple	this_building	2.0	2.0	2.0
3c_rome_cult_christ_2	3c_building_culture_conversion_christ	this_region	2.0	1.0	0.0
3c_rome_cult_christ_2	3c_cult_dismantle_cost	this_building	1000.0	0.0	0.0
3c_rome_cult_christ_2	rom_building_food_consumption	this_region	1.0	1.0	0.0
3c_rome_cult_christ_2	rom_building_replenishment_land	regions_in_this_province	5.0	2.0	0.0
3c_rome_cult_christ_2	rom_building_sanitation	this_region	5.0	3.0	0.0
3c_rome_cult_christ_3	3c_building_cult_public_order_per_different_province_temple	this_building	4.0	4.0	4.0
3c_rome_cult_christ_3	3c_building_culture_conversion_christ	this_region	4.0	2.0	0.0
3c_rome_cult_christ_3	3c_cult_dismantle_cost	this_building	2000.0	0.0	0.0
3c_rome_cult_christ_3	rom_building_food_consumption	this_region	3.0	4.0	0.0
3c_rome_cult_christ_3	rom_building_replenishment_land	regions_in_this_province	10.0	2.0	0.0
3c_rome_cult_christ_3	rom_building_sanitation	this_region	10.0	5.0	0.0
3c_rome_cult_christ_4	3c_building_cult_public_order_per_different_province_temple	this_building	6.0	6.0	6.0
3c_rome_cult_christ_4	3c_building_culture_conversion_christ	this_region	6.0	3.0	0.0
3c_rome_cult_christ_4	3c_cult_dismantle_cost	this_building	4000.0	0.0	0.0
3c_rome_cult_christ_4	rom_building_food_consumption	this_region	6.0	8.0	0.0
3c_rome_cult_christ_4	rom_building_replenishment_land	regions_in_this_province	15.0	7.0	0.0
3c_rome_cult_christ_4	rom_building_sanitation	this_region	15.0	8.0	0.0
3c_rome_cult_manich_2	3c_building_culture_conversion_manich	this_region	2.0	1.0	0.0
3c_rome_cult_manich_2	3c_cult_dismantle_cost	this_building	1000.0	0.0	0.0
3c_rome_cult_manich_2	rom_building_recruitment_cost_mod_land	this_province	7.0	7.0	0.0
3c_rome_cult_manich_2	rom_building_research_points	this_faction	5.0	2.0	0.0
3c_rome_cult_manich_2	rom_building_sanitation	this_region	4.0	2.0	0.0
3c_rome_cult_manich_3	3c_building_culture_conversion_manich	this_region	4.0	2.0	0.0
3c_rome_cult_manich_3	3c_cult_dismantle_cost	this_building	2000.0	0.0	0.0
3c_rome_cult_manich_3	rom_building_recruitment_cost_mod_land	this_province	14.0	7.0	0.0
3c_rome_cult_manich_3	rom_building_research_points	this_faction	10.0	5.0	0.0
3c_rome_cult_manich_3	rom_building_sanitation	this_region	6.0	3.0	0.0
3c_rome_cult_manich_4	3c_building_culture_conversion_manich	this_region	6.0	3.0	0.0
3c_rome_cult_manich_4	3c_cult_dismantle_cost	this_building	4000.0	0.0	0.0
3c_rome_cult_manich_4	rom_building_recruitment_cost_mod_land	this_province	21.0	10.0	0.0
3c_rome_cult_manich_4	rom_building_research_points	this_faction	15.0	7.0	0.0
3c_rome_cult_manich_4	rom_building_sanitation	this_region	8.0	4.0	0.0
3c_rome_cult_mithra_2	3c_building_culture_conversion_mithra	this_region	2.0	1.0	0.0
3c_rome_cult_mithra_2	3c_cult_dismantle_cost	this_building	1000.0	0.0	0.0
3c_rome_cult_mithra_2	rom_building_food_reserves	this_region	2.0	1.0	0.0
3c_rome_cult_mithra_2	rom_building_gdp_mod_culture_entertainment	regions_in_this_province	10.0	5.0	0.0
3c_rome_cult_mithra_2	rom_building_gdp_mod_industry	regions_in_this_province	-10.0	-10.0	0.0
3c_rome_cult_mithra_2	rom_building_growth_all	this_province	2.0	1.0	0.0
3c_rome_cult_mithra_2	rom_building_sanitation	this_region	4.0	2.0	0.0
3c_rome_cult_mithra_3	3c_building_culture_conversion_mithra	this_region	4.0	2.0	0.0
3c_rome_cult_mithra_3	3c_cult_dismantle_cost	this_building	2000.0	0.0	0.0
3c_rome_cult_mithra_3	rom_building_food_reserves	this_region	4.0	2.0	0.0
3c_rome_cult_mithra_3	rom_building_gdp_mod_culture_entertainment	regions_in_this_province	20.0	10.0	0.0
3c_rome_cult_mithra_3	rom_building_gdp_mod_industry	regions_in_this_province	-20.0	-20.0	0.0
3c_rome_cult_mithra_3	rom_building_growth_all	this_province	4.0	2.0	0.0
3c_rome_cult_mithra_3	rom_building_sanitation	this_region	6.0	3.0	0.0
3c_rome_cult_mithra_4	3c_building_culture_conversion_mithra	this_region	6.0	3.0	0.0
3c_rome_cult_mithra_4	3c_cult_dismantle_cost	this_building	4000.0	0.0	0.0
3c_rome_cult_mithra_4	rom_building_food_reserves	this_region	6.0	3.0	0.0
3c_rome_cult_mithra_4	rom_building_gdp_mod_culture_entertainment	regions_in_this_province	30.0	15.0	0.0
3c_rome_cult_mithra_4	rom_building_gdp_mod_industry	regions_in_this_province	-30.0	-30.0	0.0
3c_rome_cult_mithra_4	rom_building_growth_all	this_province	6.0	3.0	0.0
3c_rome_cult_mithra_4	rom_building_sanitation	this_region	8.0	4.0	0.0
3c_rome_glass_1	rom_building_gdp_industry_manufacture	this_building	100.0	50.0	0.0
3c_rome_glass_1	rom_building_growth_all	this_province	1.0	1.0	0.0
3c_rome_glass_1	rom_building_research_points	this_faction	4.0	2.0	0.0
3c_rome_glass_1	rom_building_resource_glass_production	this_building	40.0	0.0	0.0
3c_rome_glass_1	rom_region_line_of_sight_extension	this_region	12.0	12.0	12.0
3c_rome_glass_2	rom_building_food_consumption	this_region	1.0	1.0	0.0
3c_rome_glass_2	rom_building_gdp_industry_manufacture	this_building	150.0	75.0	0.0
3c_rome_glass_2	rom_building_growth_all	this_province	2.0	2.0	0.0
3c_rome_glass_2	rom_building_public_order_happiness	this_province	1.0	1.0	0.0
3c_rome_glass_2	rom_building_research_points	this_faction	8.0	4.0	0.0
3c_rome_glass_2	rom_building_resource_glass_production	this_building	80.0	0.0	0.0
3c_rome_glass_2	rom_building_road	this_region	3.0	3.0	3.0
3c_rome_glass_2	rom_building_squalor	this_region	1.0	2.0	2.0
3c_rome_glass_2	rom_region_line_of_sight_extension	this_region	12.0	12.0	12.0
3c_rome_glass_3	rom_building_food_consumption	this_region	4.0	4.0	0.0
3c_rome_glass_3	rom_building_gdp_industry_manufacture	this_building	200.0	100.0	0.0
3c_rome_glass_3	rom_building_growth_all	this_province	3.0	3.0	0.0
3c_rome_glass_3	rom_building_public_order_happiness	this_province	2.0	1.0	0.0
3c_rome_glass_3	rom_building_research_points	this_faction	12.0	6.0	0.0
3c_rome_glass_3	rom_building_resource_glass_production	this_building	120.0	0.0	0.0
3c_rome_glass_3	rom_building_road	this_region	3.0	3.0	3.0
3c_rome_glass_3	rom_building_squalor	this_region	3.0	5.0	6.0
3c_rome_glass_3	rom_region_line_of_sight_extension	this_region	12.0	12.0	12.0
3c_rome_glass_4	rom_building_food_consumption	this_region	8.0	8.0	0.0
3c_rome_glass_4	rom_building_gdp_industry_manufacture	this_building	300.0	150.0	0.0
3c_rome_glass_4	rom_building_growth_all	this_province	4.0	4.0	0.0
3c_rome_glass_4	rom_building_public_order_happiness	this_province	3.0	2.0	0.0
3c_rome_glass_4	rom_building_research_points	this_faction	16.0	8.0	0.0
3c_rome_glass_4	rom_building_resource_glass_production	this_building	160.0	0.0	0.0
3c_rome_glass_4	rom_building_road	this_region	3.0	3.0	3.0
3c_rome_glass_4	rom_building_squalor	this_region	5.0	8.0	10.0
3c_rome_glass_4	rom_region_line_of_sight_extension	this_region	12.0	12.0	12.0
3c_rome_gold_1	rom_building_gdp_industry_mining	this_building	200.0	100.0	0.0
3c_rome_gold_1	rom_building_gdp_mod_industry_mining	in_all_your_regions	5.0	3.0	0.0
3c_rome_gold_1	rom_building_growth_all	this_province	1.0	1.0	0.0
3c_rome_gold_1	rom_region_line_of_sight_extension	this_region	12.0	12.0	12.0
3c_rome_gold_2	rom_building_food_consumption	this_region	1.0	1.0	0.0
3c_rome_gold_2	rom_building_gdp_industry_mining	this_building	350.0	175.0	0.0
3c_rome_gold_2	rom_building_gdp_mod_industry_mining	in_all_your_regions	10.0	5.0	0.0
3c_rome_gold_2	rom_building_growth_all	this_province	2.0	2.0	0.0
3c_rome_gold_2	rom_building_road	this_region	3.0	3.0	3.0
3c_rome_gold_2	rom_building_squalor	this_region	2.0	3.0	4.0
3c_rome_gold_2	rom_region_line_of_sight_extension	this_region	12.0	12.0	12.0
3c_rome_gold_3	rom_building_food_consumption	this_region	4.0	4.0	0.0
3c_rome_gold_3	rom_building_gdp_industry_mining	this_building	500.0	250.0	0.0
3c_rome_gold_3	rom_building_gdp_mod_industry_mining	in_all_your_regions	15.0	7.0	0.0
3c_rome_gold_3	rom_building_growth_all	this_province	3.0	3.0	0.0
3c_rome_gold_3	rom_building_road	this_region	3.0	3.0	3.0
3c_rome_gold_3	rom_building_squalor	this_region	4.0	6.0	8.0
3c_rome_gold_3	rom_region_line_of_sight_extension	this_region	12.0	12.0	12.0
3c_rome_gold_4	rom_building_food_consumption	this_region	8.0	8.0	0.0
3c_rome_gold_4	rom_building_gdp_industry_mining	this_building	700.0	350.0	0.0
3c_rome_gold_4	rom_building_gdp_mod_industry_mining	in_all_your_regions	20.0	10.0	0.0
3c_rome_gold_4	rom_building_gdp_mod_trade_all	regions_in_this_province	5.0	5.0	0.0
3c_rome_gold_4	rom_building_growth_all	this_province	4.0	4.0	0.0
3c_rome_gold_4	rom_building_road	this_region	3.0	3.0	3.0
3c_rome_gold_4	rom_building_squalor	this_region	6.0	9.0	12.0
3c_rome_gold_4	rom_region_line_of_sight_extension	this_region	12.0	12.0	12.0
3c_rome_grain_1	rom_building_food_farming_grain	in_all_your_regions_in_adjacent_provinces	1.0	1.0	0.0
3c_rome_grain_1	rom_building_food_farming_grain_local_province	regions_in_this_province	1.0	1.0	0.0
3c_rome_grain_1	rom_building_gdp_agriculture_farming	this_building	40.0	20.0	0.0
3c_rome_grain_1	rom_building_gdp_mod_agriculture_farming	regions_in_this_province	10.0	5.0	0.0
3c_rome_grain_1	rom_building_growth_all	this_province	1.0	1.0	0.0
3c_rome_grain_1	rom_region_line_of_sight_extension	this_region	12.0	12.0	12.0
3c_rome_grain_2	rom_building_food_farming_grain	in_all_your_regions_in_adjacent_provinces	2.0	1.0	0.0
3c_rome_grain_2	rom_building_food_farming_grain_local_province	regions_in_this_province	2.0	1.0	0.0
3c_rome_grain_2	rom_building_gdp_agriculture_farming	this_building	60.0	30.0	0.0
3c_rome_grain_2	rom_building_gdp_mod_agriculture_farming	regions_in_this_province	20.0	10.0	0.0
3c_rome_grain_2	rom_building_growth_all	this_province	2.0	2.0	0.0
3c_rome_grain_2	rom_building_road	this_region	3.0	3.0	3.0
3c_rome_grain_2	rom_building_squalor	this_region	1.0	2.0	2.0
3c_rome_grain_2	rom_region_line_of_sight_extension	this_region	12.0	12.0	12.0
3c_rome_grain_3	rom_building_food_farming_grain	in_all_your_regions_in_adjacent_provinces	3.0	2.0	0.0
3c_rome_grain_3	rom_building_food_farming_grain_local_province	regions_in_this_province	3.0	2.0	0.0
3c_rome_grain_3	rom_building_gdp_agriculture_farming	this_building	80.0	40.0	0.0
3c_rome_grain_3	rom_building_gdp_mod_agriculture_farming	regions_in_this_province	40.0	20.0	0.0
3c_rome_grain_3	rom_building_growth_all	this_province	3.0	3.0	0.0
3c_rome_grain_3	rom_building_road	this_region	7.0	7.0	7.0
3c_rome_grain_3	rom_building_squalor	this_region	3.0	5.0	6.0
3c_rome_grain_3	rom_region_line_of_sight_extension	this_region	12.0	12.0	12.0
3c_rome_grain_4	rom_building_food_farming_grain	in_all_your_regions_in_adjacent_provinces	4.0	2.0	0.0
3c_rome_grain_4	rom_building_food_farming_grain_local_province	regions_in_this_province	4.0	2.0	0.0
3c_rome_grain_4	rom_building_gdp_agriculture_farming	this_building	100.0	50.0	0.0
3c_rome_grain_4	rom_building_gdp_mod_agriculture_farming	regions_in_this_province	80.0	40.0	0.0
3c_rome_grain_4	rom_building_growth_all	this_province	4.0	4.0	0.0
3c_rome_grain_4	rom_building_road	this_region	11.0	11.0	11.0
3c_rome_grain_4	rom_building_squalor	this_region	5.0	8.0	10.0
3c_rome_grain_4	rom_region_line_of_sight_extension	this_region	12.0	12.0	12.0
3c_rome_horse_1	rom_building_gdp_agriculture_animal_husbandry	this_building	100.0	50.0	0.0
3c_rome_horse_1	rom_building_growth_all	this_province	1.0	1.0	0.0
3c_rome_horse_1	rom_building_unit_equipment_cavalry_horse_bonus_i	in_all_your_provinces	5.0	0.0	0.0
3c_rome_horse_1	rom_region_line_of_sight_extension	this_region	12.0	12.0	12.0
3c_rome_horse_2	rom_building_food_consumption	this_region	2.0	2.0	0.0
3c_rome_horse_2	rom_building_gdp_agriculture_animal_husbandry	this_building	200.0	100.0	0.0
3c_rome_horse_2	rom_building_growth_all	this_province	2.0	2.0	0.0
3c_rome_horse_2	rom_building_road	this_region	5.0	5.0	5.0
