technology	effect	effect_scope	value
inv_samnites_civil_via_vitae_libri_fatales	rom_building_cost_mod_buildings_religious	in_all_your_regions	-20.0
inv_samnites_civil_via_vitae_libri_fatales	rom_tech_civil_philosophy_happiness_mod	in_all_your_provinces	1.0
inv_samnites_civil_via_vitae_shrine_medicine	rom_building_gdp_mod_culture_entertainment	in_all_your_regions	10.0
inv_samnites_civil_via_vitae_shrine_medicine	rom_tech_civil_philosophy_conversion_mod	this_faction	2.0
inv_samnites_civil_via_vitae_shrine_medicine	rom_tech_civil_philosophy_happiness_mod	in_all_your_provinces	1.0
inv_samnites_civil_via_vitae_the_miracle_of_the_crane	inv_tech_civil_temple_build_time_mod	in_all_your_regions	-1.0
inv_samnites_civil_via_vitae_the_miracle_of_the_crane	rom_agent_action_target_settlement_construction_time	in_all_your_regions	-1.0
inv_samnites_civil_via_vitae_the_miracle_of_the_crane	rom_building_building_cost_mod	in_all_your_regions	-10.0
inv_samnites_military_top_defenders_of_the_land	3c_force_unit_mod_morale_own_territory	in_all_your_forces	5.0
inv_samnites_military_top_defenders_of_the_land	rom_faction_trait_celtiberian_core_warrior_people	in_all_your_provinces	2.0
inv_samnites_military_via_dominatae_marine_training	3c_force_unit_mod_ship_crew_melee_attack	in_all_your_navies	15.0
inv_samnites_military_via_dominatae_marine_training	3c_force_unit_mod_ship_crew_morale	in_all_your_navies	10.0
inv_samnites_military_via_dominatae_marines_on_land	inv_force_mod_melee_attack_marines_on_land	in_all_your_navies	10.0
inv_samnites_military_via_dominatae_marines_on_land	inv_force_mod_morale_marines_on_land	in_all_your_navies	10.0
inv_samnites_military_via_dominatae_mars_the_victor	inv_force_unit_mod_damage_infantry	in_all_your_forces	5.0
inv_samnites_military_via_dominatae_mars_the_victor	rom_force_unit_mod_morale	in_all_your_forces	6.0
inv_samnites_military_via_dominatae_mercenaries_to_hire	rom_building_spy_availibility	in_all_your_provinces	1.0
inv_samnites_military_via_dominatae_mercenaries_to_hire	rom_force_unit_mod_morale_mercenary	in_all_your_forces	12.0
inv_samnites_military_via_dominatae_mercenaries_to_hire	rom_tech_military_management_mercenary_upkeep	in_all_your_forces	-15.0
inv_samnites_military_via_dominatae_raid_and_pillage	3c_force_mod_income_raiding_sacking	in_all_your_forces	33.0
inv_samnites_military_via_dominatae_raid_and_pillage	inv_tech_military_income_mod_booty_after_battle	this_faction	20.0
inv_samnites_military_via_dominatae_spoils_of_war	inv_tech_military_income_spoils_of_war	this_faction	2450.0
inv_samnites_military_via_dominatae_spoils_of_war	rom_building_recruitment_agent_level_champion	in_all_your_provinces	1.0
inv_samnites_military_via_dominatae_taming_italia	inv_faction_trait_less_penalty_for_public_order_in_foreign_lands	in_all_your_provinces	-33.0
inv_samnites_military_via_dominatae_taming_italia	rom_building_recruitment_agent_level_spy	in_all_your_provinces	1.0
inv_samnites_military_via_dominatae_taming_italia	rom_force_unit_mod_armour	in_all_your_forces	5.0
inv_samnites_military_via_dominatae_the_cult_of_hercules	inv_all_commander_general_charge_mod	all_your_generals	15.0
inv_samnites_military_via_dominatae_the_cult_of_hercules	inv_all_commander_general_melee_defence	all_your_generals	10.0
inv_samnites_military_via_dominatae_the_cult_of_hercules	inv_all_commander_general_morale_mod	all_your_generals	10.0
inv_samnites_military_via_dominatae_the_second_legion	inv_all_commander_general_armour_mod	all_your_generals	12.0
inv_samnites_military_via_dominatae_the_second_legion	rom_force_unit_mod_armour	in_all_your_forces	5.0
inv_samnites_military_via_dominatae_the_second_legion	rom_tech_military_management_recruitment_mod	in_all_your_provinces	2.0
inv_samnites_military_via_exercitae_cavalry_the_society_finest	rom_force_unit_mod_cavalry_charge_bonus	in_all_your_armies	15.0
inv_samnites_military_via_exercitae_cavalry_the_society_finest	rom_force_unit_mod_cavalry_melee_attack	in_all_your_armies	10.0
inv_samnites_military_via_exercitae_improved_armour	3c_force_unit_mod_armour_infantry	in_all_your_forces	10.0
inv_samnites_military_via_exercitae_improved_armour	rom_force_unit_mod_melee_defence	in_all_your_forces	6.0
inv_samnites_military_via_exercitae_iron_over_bronze	rom_force_unit_mod_melee_damage	in_all_your_forces	8.0
inv_samnites_military_via_exercitae_iron_over_bronze	rom_tech_military_management_unit_cost_mod	in_all_your_provinces	-15.0
inv_samnites_military_via_exercitae_just_war	inv_force_unit_mod_melee_attack_versus_gauls	in_all_your_forces	10.0
inv_samnites_military_via_exercitae_just_war	inv_force_unit_mod_melee_defence_versus_gauls	in_all_your_forces	10.0
inv_samnites_military_via_exercitae_just_war	inv_force_unit_mod_morale_versus_gauls	in_all_your_forces	5.0
inv_samnites_military_via_exercitae_light_infantry	inv_tech_unit_mode_light_infantry_missile_rate	in_all_your_armies	10.0
inv_samnites_military_via_exercitae_light_infantry	rom_force_unit_mod_infantry_light_very_light_movement_speed	in_all_your_armies	10.0
inv_samnites_military_via_exercitae_mountain_dues	inv_force_unit_mod_melee_attack_versus_italians	in_all_your_forces	10.0
inv_samnites_military_via_exercitae_mountain_dues	inv_force_unit_mod_morale_versus_italians	in_all_your_forces	5.0
inv_samnites_military_via_exercitae_tactical_drills	3c_tech_military_fatigue_resistance_land_units	in_all_your_forces	1.0
inv_samnites_military_via_exercitae_tactical_drills	inv_force_unit_mod_melee_attack	in_all_your_forces	12.0
inv_samnites_military_via_exercitae_tactical_drills	rom_force_unit_mod_melee_defence	in_all_your_forces	6.0
inv_samnites_military_via_exercitae_the_terror_of_the_italiote_league	inv_force_unit_mod_missile_rate_versus_greeks	in_all_your_forces	10.0
inv_samnites_military_via_exercitae_the_terror_of_the_italiote_league	rom_force_unit_mod_melee_attack_versus_hellenics	in_all_your_forces	10.0
inv_samnites_military_via_exercitae_weapon_proficiency	inv_force_unit_mod_melee_attack_all_mercenaries	in_all_your_forces	15.0
inv_samnites_military_via_exercitae_weapon_proficiency	rom_agent_action_success_chance_mod	all_agents	14.0
inv_samnites_military_via_exercitae_weapon_proficiency	rom_force_unit_mod_movement_speed	in_all_your_forces	10.0
inv_samnites_military_via_strategematum_ambush	rom_force_campaign_mod_ambush_attack_success_chance	in_all_your_forces	25.0
inv_samnites_military_via_strategematum_ambush	rom_force_unit_mod_charge_bonus	in_all_your_armies	10.0
inv_samnites_military_via_strategematum_ambush	rom_force_unit_mod_movement_speed	in_all_your_forces	5.0
inv_samnites_military_via_strategematum_ammunition_stores_and_grain_houses	rom_tech_engineering_siege_defence_ammunition	in_all_your_forces	50.0
inv_samnites_military_via_strategematum_ammunition_stores_and_grain_houses	rom_tech_engineering_siege_defence_attrition_mod	all_your_generals	-40.0
inv_samnites_military_via_strategematum_ammunition_stores_and_grain_houses	rom_tech_engineering_siege_defence_time_mod	in_all_your_regions	2.0
inv_samnites_military_via_strategematum_catapulta_diversitas	inv_force_unit_mod_ammunition_artillery	in_all_your_forces	50.0
inv_samnites_military_via_strategematum_catapulta_diversitas	rom_force_unit_mod_artillery_range	in_all_your_forces	25.0
inv_samnites_military_via_strategematum_catapulta_diversitas	rom_force_unit_mod_artillery_rate	in_all_your_forces	15.0
inv_samnites_military_via_strategematum_logistic_efforts	rom_force_campaign_mod_movement_range	in_all_your_forces	12.0
inv_samnites_military_via_strategematum_siege_engines	inv_force_number_ladders	in_all_your_forces	2.0
inv_samnites_military_via_strategematum_siege_engines	inv_force_number_siege_engines	in_all_your_forces	2.0
inv_samnites_military_via_strategematum_siege_engines	rom_force_unit_mod_ammunition	in_all_your_forces	25.0
inv_samnites_military_via_strategematum_siege_engines	rom_tech_engineering_siege_offence_attrition_mod	all_your_generals	-33.0
inv_samnites_military_via_strategematum_siege_engines	rom_tech_engineering_siege_offence_time_mod	all_your_generals	1.0
inv_samnites_military_via_strategematum_siege_engines	rom_tech_engineering_siege_unlock_battering_ram	in_all_your_armies	1.0
inv_samnites_military_via_strategematum_supply_lines	rom_force_unit_mod_morale	in_all_your_forces	3.0
inv_samnites_military_via_strategematum_supply_lines	rom_tech_military_management_replenishment	in_all_your_armies	5.0
inv_samnites_military_via_strategematum_the_prescriptions_of_ver_sacrum	inv_force_ver_sacrum_attack_melee	in_all_your_forces	10.0
inv_samnites_military_via_strategematum_the_prescriptions_of_ver_sacrum	inv_force_ver_sacrum_defence_melee	in_all_your_forces	10.0
inv_samnites_military_via_strategematum_the_prescriptions_of_ver_sacrum	inv_force_ver_sacrum_morale	in_all_your_forces	10.0
inv_samnites_military_via_strategematum_to_borrow_a_catapult	inv_force_artillery_unlocked_dummy_Samnites	this_faction	1.0
inv_samnites_military_via_strategematum_to_borrow_a_catapult	rom_tech_military_tactics_accuracy_siege_mod	in_all_your_armies	12.0
inv_samnites_military_via_strategematum_ver_sacrum	inv_force_ver_sacrum_upkeep	in_all_your_forces	-40.0
inv_senones_civil_piety_celtic_calendar	rom_tech_civil_philosophy_conversion_mod	this_faction	5.0
inv_senones_civil_piety_healing_of_body_and_soul	rom_tech_civil_economy_growth_mod	in_all_your_provinces	3.0
inv_senones_civil_piety_healing_of_body_and_soul	rom_tech_civil_philosophy_happiness_mod	in_all_your_provinces	2.0
inv_senones_civil_piety_healing_of_body_and_soul	rom_tech_military_management_replenishment	in_all_your_forces	5.0
inv_senones_civil_piety_honouring_the_waters	rom_tech_civil_economy_growth_mod	in_all_your_provinces	2.0
inv_senones_civil_piety_honouring_the_waters	rom_tech_civil_philosophy_happiness_mod	in_all_your_provinces	2.0
inv_senones_civil_piety_our_judges_the_druids	inv_faction_trait_less_penalty_for_public_order_in_foreign_lands	in_all_your_provinces	-20.0
inv_senones_civil_piety_our_judges_the_druids	rom_building_dignitary_availibility	in_all_your_provinces	1.0
inv_senones_civil_piety_our_memory_the_druids	rom_building_research_points	this_faction	5.0
inv_senones_civil_piety_our_memory_the_druids	rom_tech_agent_dignitary_action_cost_mod	all_agents	-20.0
inv_senones_civil_piety_our_memory_the_druids	rom_tech_civil_economy_administration_cost_mod	this_faction	-3.0
inv_senones_civil_piety_our_memory_the_druids	rom_tech_civil_philosophy_happiness_mod	in_all_your_provinces	2.0
inv_senones_civil_piety_reading_the_stars	rom_building_gdp_mod_culture_all	in_all_your_regions	15.0
inv_senones_civil_piety_reading_the_stars	rom_tech_civil_philosophy_political_action_cost_mod	this_faction	-30.0
inv_senones_civil_piety_the_sacred_hunt	rom_tech_civil_economy_food_mod	this_faction	3.0
inv_senones_civil_productivity_animal_husbandry	rom_building_gdp_mod_agriculture_animal_husbandry	in_all_your_regions	15.0
inv_senones_civil_productivity_animal_husbandry	rom_tech_civil_economy_food_mod	this_faction	1.0
inv_senones_civil_productivity_crop_rotation	inv_tech_agriculture_food_from_farms	in_all_your_regions	2.0
inv_senones_civil_productivity_grain_kiln	rom_building_gdp_mod_agriculture_all	in_all_your_regions	20.0
inv_senones_civil_productivity_grain_kiln	rom_tech_civil_economy_food_mod	this_faction	1.0
inv_senones_civil_productivity_grain_kiln	rom_tech_engineering_siege_defence_attrition_mod	all_your_generals	-30.0
inv_senones_civil_productivity_improved_hoe	rom_building_gdp_mod_agriculture_all	in_all_your_regions	10.0
inv_senones_civil_productivity_improved_hoe	rom_tech_civil_economy_food_mod	this_faction	1.0
inv_senones_civil_productivity_items_of_trade	rom_building_gdp_mod_industry	in_all_your_regions	10.0
inv_senones_civil_productivity_items_of_trade	rom_building_gdp_mod_trade_local	in_all_your_regions	15.0
inv_senones_civil_productivity_mining_expertise	rom_building_gdp_mod_industry	in_all_your_regions	10.0
inv_senones_civil_productivity_naval_trade	rom_building_gdp_mod_trade_sea	in_all_your_regions	15.0
inv_senones_civil_productivity_naval_trade	rom_building_recruitment_agent_level_dignitary	in_all_your_provinces	1.0
inv_senones_civil_productivity_naval_trade	rom_building_research_points	this_faction	5.0
inv_senones_civil_propserity_speakers_of_many_tongues	dk_diplomacy_hellenic	this_faction	5.0
inv_senones_civil_propserity_speakers_of_many_tongues	rom_building_trade_tariffs_all	this_faction	7.0
inv_senones_civil_prosperity_appoint_lawgivers	rom_building_recruitment_agent_level_spy	in_all_your_provinces	1.0
inv_senones_civil_prosperity_appoint_lawgivers	rom_building_research_points	this_faction	5.0
inv_senones_civil_prosperity_appoint_lawgivers	rom_tech_civil_economy_administration_cost_mod	this_faction	-3.0
inv_senones_civil_prosperity_appoint_lawgivers	rom_tech_civil_economy_tax_mod	this_faction	5.0
inv_senones_civil_prosperity_dry_stone_construction	3c_tech_civil_engineering_building_conversion_mod	in_all_your_regions	-15.0
inv_senones_civil_prosperity_dry_stone_construction	rom_building_building_cost_mod	in_all_your_regions	-15.0
inv_senones_civil_prosperity_feasts	inv_party_loyalty_from_technology	this_faction	7.0
inv_senones_civil_prosperity_feasts	rom_tech_civil_philosophy_happiness_mod	in_all_your_provinces	2.0
inv_senones_civil_prosperity_feasts	rom_tech_civil_philosophy_political_political_event_mod	this_faction	-15.0
inv_senones_civil_prosperity_legendary_leader	rom_tech_civil_economy_tax_mod	this_faction	5.0
inv_senones_civil_prosperity_legendary_leader	rom_tech_civil_philosophy_political_political_event_mod	this_faction	-30.0
inv_senones_civil_prosperity_raised_amidst_the_water	inv_tech_civil_build_time_mod_all_senones	in_all_your_regions	-1.0
inv_senones_civil_prosperity_songs_for_joy_songs_for_remembrance	rom_building_gdp_mod_culture_entertainment	in_all_your_regions	15.0
inv_senones_civil_prosperity_songs_for_joy_songs_for_remembrance	rom_tech_civil_philosophy_conversion_mod	this_faction	5.0
inv_senones_civil_top_she_of_the_sacred_grove	rom_tech_civil_economy_growth_mod	in_all_your_provinces	3.0
inv_senones_military_dominance_ambush	rom_force_campaign_mod_ambush_attack_success_chance	in_all_your_forces	25.0
inv_senones_military_dominance_ambush	rom_force_unit_mod_armour	in_all_your_forces	5.0
inv_senones_military_dominance_ambush	rom_force_unit_mod_charge_bonus	in_all_your_armies	10.0
inv_senones_military_dominance_brave_souls	rom_building_recruitment_points	in_all_your_provinces	1.0
inv_senones_military_dominance_brave_souls	rom_tech_military_management_replenishment	in_all_your_forces	5.0
inv_senones_military_dominance_chariots	rom_force_campaign_mod_recruitment_cost_all	in_all_your_forces	-10.0
inv_senones_military_dominance_chariots	rom_force_unit_mod_chariot_charge_bonus	in_all_your_armies	10.0
inv_senones_military_dominance_flying_informants	inv_tech_civil_experience_rate_agents	only_agents	1.0
inv_senones_military_dominance_flying_informants	rom_agent_action_success_chance_critical_mod_enemy_hinder_character	all_agents	-50.0
inv_senones_military_dominance_flying_informants	rom_agent_action_success_chance_mod	all_agents	10.0
inv_senones_military_dominance_flying_informants	rom_agent_wound_recovery_time_mod	all_agents	-2.0
inv_senones_military_dominance_lodestone	rom_building_gdp_mod_trade_sea	in_all_your_regions	10.0
inv_senones_military_dominance_lodestone	rom_force_campaign_mod_movement_range	in_all_your_navies	15.0
inv_senones_military_dominance_lodestone	rom_tech_military_navy_battle_speed_mod	in_all_your_navies	10.0
inv_senones_military_dominance_marine_training	3c_force_unit_mod_ship_crew_melee_attack	in_all_your_navies	10.0
inv_senones_military_dominance_marine_training	3c_force_unit_mod_ship_crew_morale	in_all_your_navies	10.0
inv_senones_military_dominance_the_warrior_nobleman	inv_all_commander_general_charge_mod	all_your_generals	10.0
inv_senones_military_dominance_the_warrior_nobleman	inv_all_commander_general_melee_attack	all_your_generals	10.0
inv_senones_military_dominance_the_warrior_nobleman	inv_all_commander_general_morale_mod	all_your_generals	5.0
inv_senones_military_strategy_ammunition_stores_and_grain_houses	rom_building_siege_holdout_time	in_all_your_regions	2.0
inv_senones_military_strategy_ammunition_stores_and_grain_houses	rom_tech_engineering_siege_defence_ammunition	in_all_your_forces	25.0
inv_senones_military_strategy_ammunition_stores_and_grain_houses	rom_tech_engineering_siege_defence_attrition_mod	all_your_generals	-20.0
inv_senones_military_strategy_learn_about_siege_engines	inv_force_number_ladders	in_all_your_forces	2.0
inv_senones_military_strategy_learn_about_siege_engines	inv_force_number_siege_engines	in_all_your_forces	2.0
inv_senones_military_strategy_learn_about_siege_engines	inv_force_number_siege_gallery	in_all_your_forces	2.0
inv_senones_military_strategy_learn_about_siege_engines	rom_tech_engineering_siege_offence_time_mod	all_your_generals	1.0
inv_senones_military_strategy_learn_about_siege_engines	rom_tech_engineering_siege_unlock_battering_ram	in_all_your_armies	1.0
inv_senones_military_strategy_learn_about_siege_engines	rom_tech_military_tactics_accuracy_siege_mod	in_all_your_armies	12.0
inv_senones_military_strategy_logistic_efforts	rom_building_spy_availibility	in_all_your_provinces	1.0
inv_senones_military_strategy_logistic_efforts	rom_force_campaign_mod_movement_range	in_all_your_armies	10.0
inv_senones_military_strategy_mercenaries_for_hire	inv_force_unit_mod_melee_attack_all_mercenaries	in_all_your_forces	15.0
inv_senones_military_strategy_mercenaries_for_hire	rom_force_unit_mod_armour	in_all_your_forces	5.0
inv_senones_military_strategy_mercenaries_for_hire	rom_tech_military_management_mercenary_upkeep	in_all_your_forces	-10.0
inv_senones_military_strategy_mercenaries_to_hire	3c_force_unit_mod_mercenary_weapon_damage	in_all_your_forces	15.0
inv_senones_military_strategy_mercenaries_to_hire	inv_all_commander_general_melee_attack	all_your_generals	7.0
inv_senones_military_strategy_mercenaries_to_hire	rom_force_unit_mod_morale_mercenary	in_all_your_forces	20.0
inv_senones_military_strategy_mercenaries_to_hire	rom_tech_military_management_mercenary_cost	this_faction	-10.0
inv_senones_military_strategy_vae_victis	inv_force_unit_mod_charge_bonus_besieging	in_all_your_armies	20.0
inv_senones_military_strategy_vae_victis	inv_force_unit_mod_morale_when_besieging	in_all_your_armies	5.0
inv_senones_military_strategy_vae_victis	inv_force_unit_mod_movement_speed_when_besieging	in_all_your_armies	15.0
inv_senones_military_strategy_we_sack	3c_force_campaign_mod_sack_income	in_all_your_forces	25.0
inv_senones_military_strategy_we_sack	inv_force_unit_mod_movement_speed_when_besieging	in_all_your_forces	12.0
inv_senones_military_strategy_we_sack	inv_tech_military_income_mod_booty_after_battle	this_faction	30.0
inv_senones_military_strategy_we_sack	rom_force_campaign_mod_loot_income	in_all_your_forces	15.0
inv_senones_military_strategy_we_sack	rom_force_campaign_mod_raid_income	in_all_your_forces	50.0
inv_senones_military_strength_advanced_saddle	rom_force_unit_mod_cavalry_charge_bonus	in_all_your_armies	5.0
inv_senones_military_strength_advanced_saddle	rom_force_unit_mod_cavalry_melee_attack	in_all_your_armies	5.0
inv_senones_military_strength_blessed_horses	3c_force_unit_mod_cavalry_battle_speed	in_all_your_forces	10.0
inv_senones_military_strength_blessed_horses	rom_force_unit_mod_cavalry_morale	in_all_your_armies	5.0
inv_senones_military_strength_infantry_drills	3c_force_unit_mod_infantry_battle_speed	in_all_your_forces	15.0
inv_senones_military_strength_infantry_drills	3c_tech_military_fatigue_resistance_land_units	in_all_your_forces	1.0
inv_senones_military_strength_infantry_drills	inv_all_commander_general_armour_mod	all_your_generals	8.0
inv_senones_military_strength_infantry_drills	rom_building_recruitment_agent_level_champion	in_all_your_provinces	1.0
inv_senones_military_strength_infantry_improved_armour	inv_force_unit_swords_mod_armour	in_all_your_forces	10.0
inv_senones_military_strength_infantry_improved_armour	inv_force_unit_swords_mod_melee_defence	in_all_your_forces	10.0
inv_senones_military_strength_iron_over_bronze	inv_force_unit_mod_swords_weapon_damage	in_all_your_forces	15.0
inv_senones_military_strength_iron_over_bronze	rom_tech_military_management_unit_attack_skill_mod	in_all_your_forces	10.0
inv_senones_military_strength_the_art_of_war	rom_force_unit_mod_melee_defence	in_all_your_forces	10.0
inv_senones_military_strength_the_art_of_war	rom_tech_military_management_unit_attack_skill_mod	in_all_your_forces	10.0
inv_senones_military_strength_trimarcisia	inv_all_commander_general_armour_mod	all_your_generals	7.0
inv_senones_military_strength_trimarcisia	rom_force_unit_mod_cavalry_charge_bonus	in_all_your_armies	10.0
inv_senones_military_strength_trimarcisia	rom_force_unit_mod_cavalry_melee_defence	in_all_your_forces	5.0
inv_senones_military_top_warriors_in_the_light_of_cicolluis	rom_force_unit_mod_charge_bonus	in_all_your_armies	5.0
inv_senones_military_top_warriors_in_the_light_of_cicolluis	rom_force_unit_mod_morale	in_all_your_forces	7.0
inv_syracuse_civil_diacheirisy_a_man_of_the_people	rom_tech_civil_economy_administration_cost_mod	this_faction	-6.0
inv_syracuse_civil_diacheirisy_a_man_of_the_people	rom_tech_civil_economy_tax_mod	this_faction	5.0
inv_syracuse_civil_diacheirisy_a_man_of_the_people	rom_tech_civil_philosophy_happiness_mod	in_all_your_provinces	3.0
inv_syracuse_civil_diacheirisy_a_sea_faring_nation	rom_building_gdp_mod_trade_sea	in_all_your_regions	15.0
inv_syracuse_civil_diacheirisy_changing_loyalties	inv_tech_civil_experience_rate_agents	only_agents	1.0
inv_syracuse_civil_diacheirisy_changing_loyalties	rom_agent_action_cost_mod	all_agents	-30.0
inv_syracuse_civil_diacheirisy_changing_loyalties	rom_building_agent_cost_mod	in_all_your_provinces	-25.0
inv_syracuse_civil_diacheirisy_children_of_aphrodite	rom_building_gdp_mod_culture_all	in_all_your_regions	15.0
inv_syracuse_civil_diacheirisy_children_of_aphrodite	rom_building_gdp_mod_culture_entertainment	in_all_your_regions	20.0
inv_syracuse_civil_diacheirisy_consolidation_of_power	rom_building_cost_mod_buildings_minor_settlement	in_all_your_regions	-25.0
inv_syracuse_civil_diacheirisy_consolidation_of_power	rom_building_cost_mod_buildings_province_capital	in_all_your_regions	-25.0
inv_syracuse_civil_diacheirisy_consolidation_of_power	rom_building_dignitary_availibility	in_all_your_provinces	1.0
inv_syracuse_civil_diacheirisy_embrace_tyranny	rom_tech_civil_economy_tax_mod	this_faction	5.0
inv_syracuse_civil_diacheirisy_embrace_tyranny	rom_tech_civil_philosophy_political_action_cost_mod	this_faction	-35.0
inv_syracuse_civil_diacheirisy_poseidon_host_of_the_sea	rom_building_trade_tariffs_all	this_faction	10.0
inv_syracuse_civil_diacheirisy_poseidon_host_of_the_sea	rom_tech_civil_economy_food_mod	this_faction	3.0
inv_syracuse_civil_diacheirisy_poseidon_host_of_the_sea	rom_tech_civil_economy_growth_mod	in_all_your_provinces	2.0
inv_syracuse_civil_diacheirisy_sicily_the_beautiful	3c_force_unit_mod_morale_own_territory	in_all_your_forces	10.0
inv_syracuse_civil_diacheirisy_sicily_the_beautiful	inv_tech_agriculture_food_from_farms	in_all_your_regions	1.0
inv_syracuse_civil_diacheirisy_wine_and_divinity	inv_festival_incident_greek_great_dionysia_dummy	in_all_your_provinces	1.0
inv_syracuse_civil_diacheirisy_wine_and_divinity	rom_tech_civil_economy_subsistence_gdp_mod	in_all_your_regions	10.0
inv_syracuse_civil_diacheirisy_wine_and_divinity	rom_tech_civil_philosophy_happiness_mod	in_all_your_provinces	2.0
inv_syracuse_civil_ergasia_corn_sweet_corn	inv_tech_agriculture_food_from_farms	in_all_your_regions	2.0
inv_syracuse_civil_ergasia_corn_sweet_corn	rom_building_gdp_mod_trade_local	in_all_your_regions	7.0
inv_syracuse_civil_ergasia_corn_sweet_corn	rom_tech_civil_economy_food_mod	this_faction	2.0
inv_syracuse_civil_ergasia_fertile_lands	rom_building_gdp_mod_agriculture_all	in_all_your_regions	10.0
inv_syracuse_civil_ergasia_fertile_lands	rom_tech_civil_economy_food_mod	this_faction	2.0
inv_syracuse_civil_ergasia_indirect_taxes	rom_building_gdp_mod_trade_all	in_all_your_regions	10.0
inv_syracuse_civil_ergasia_indirect_taxes	rom_building_trade_tariffs_all	this_faction	10.0
inv_syracuse_civil_ergasia_literature_teaches_medicine	rom_building_gdp_mod_culture_entertainment	in_all_your_regions	10.0
inv_syracuse_civil_ergasia_literature_teaches_medicine	rom_tech_civil_philosophy_happiness_mod	in_all_your_provinces	3.0
inv_syracuse_civil_ergasia_sources_of_revenue	rom_building_gdp_mod_industry	in_all_your_regions	10.0
inv_syracuse_civil_ergasia_sources_of_revenue	rom_tech_civil_economy_tax_mod	this_faction	5.0
inv_syracuse_civil_ergasia_temple_medicine	rom_tech_civil_economy_growth_mod	in_all_your_provinces	2.0
inv_syracuse_civil_ergasia_the_secret_of_wealth	rom_building_gdp_mod_agriculture_all	in_all_your_regions	5.0
inv_syracuse_civil_ergasia_the_secret_of_wealth	rom_building_gdp_mod_trade_all	in_all_your_regions	5.0
inv_syracuse_civil_ergasia_wine_and_life	rom_building_gdp_mod_culture_entertainment	in_all_your_regions	10.0
inv_syracuse_civil_ergasia_wine_and_life	rom_tech_civil_economy_growth_mod	in_all_your_provinces	3.0
inv_syracuse_civil_ergasia_wine_and_prosperity	inv_building_resource_wine_production	in_all_your_regions	25.0
inv_syracuse_civil_ergasia_wine_and_prosperity	rom_building_gdp_mod_agriculture_all	in_all_your_regions	10.0
inv_syracuse_civil_top_history_of_the_peloponnesian_war	rom_tech_civil_economy_growth_mod	in_all_your_provinces	1.0
inv_syracuse_civil_top_history_of_the_peloponnesian_war	rom_tech_civil_philosophy_conversion_mod	this_faction	1.0
inv_syracuse_civil_top_history_of_the_peloponnesian_war	rom_tech_civil_philosophy_happiness_mod	in_all_your_provinces	1.0
inv_syracuse_civil_vios_artists_and_celebrity	rom_building_gdp_mod_industry_manufacturing	in_all_your_regions	10.0
inv_syracuse_civil_vios_artists_and_celebrity	rom_building_recruitment_agent_level_dignitary	in_all_your_provinces	1.0
inv_syracuse_civil_vios_higher_education	rom_building_gdp_mod_culture_all	in_all_your_regions	6.0
inv_syracuse_civil_vios_like_father_like_son	3c_tech_civil_engineering_building_conversion_mod	in_all_your_regions	-18.0
inv_syracuse_civil_vios_like_father_like_son	rom_tech_civil_philosophy_conversion_mod	this_faction	3.0
inv_syracuse_civil_vios_like_father_like_son	rom_tech_civil_philosophy_happiness_mod	in_all_your_provinces	1.0
inv_syracuse_civil_vios_modern_cities	inv_tech_civil_build_time_mod_all	in_all_your_regions	-1.0
inv_syracuse_civil_vios_modern_cities	rom_building_cost_mod_buildings_city_centre	in_all_your_regions	-15.0
inv_syracuse_civil_vios_patrons_and_artistry	rom_building_gdp_mod_culture_all	in_all_your_regions	5.0
inv_syracuse_civil_vios_the_academy	rom_building_gdp_mod_culture_all	in_all_your_regions	5.0
inv_syracuse_civil_vios_the_academy	rom_building_research_points_mod_military	this_faction	10.0
inv_syracuse_civil_vios_the_academy	rom_tech_agent_champion_success_mod	all_agents	20.0
inv_syracuse_civil_vios_the_lyceum	rom_building_gdp_mod_culture_all	in_all_your_regions	5.0
inv_syracuse_civil_vios_the_lyceum	rom_building_recruitment_agent_level_spy	in_all_your_provinces	1.0
inv_syracuse_civil_vios_the_lyceum	rom_building_research_points	this_faction	10.0
inv_syracuse_civil_vios_the_miracle_of_the_crane	rom_tech_engineering_construction_castle_time_mod	in_all_your_regions	-2.0
inv_syracuse_civil_vios_the_school_of_rhetoric	rom_building_gdp_mod_culture_all	in_all_your_regions	5.0
inv_syracuse_civil_vios_the_school_of_rhetoric	rom_building_research_points_mod_civil	this_faction	10.0
inv_syracuse_military_hegemonia_a_friend_of_the_blades_for_hire	inv_force_unit_mod_melee_attack_all_mercenaries	in_all_your_forces	10.0
inv_syracuse_military_hegemonia_a_friend_of_the_blades_for_hire	rom_force_unit_mod_morale_mercenary	in_all_your_forces	15.0
inv_syracuse_military_hegemonia_a_friend_of_the_blades_for_hire	rom_general_force_mod_mercenary_upkeep_costs	in_all_your_forces	-10.0
inv_syracuse_military_hegemonia_ares_and_athena	inv_tech_military_income_mod_booty_after_battle	this_faction	25.0
inv_syracuse_military_hegemonia_ares_and_athena	rom_building_recruitment_agent_level_champion	in_all_your_provinces	1.0
inv_syracuse_military_hegemonia_ares_and_athena	rom_tech_military_management_army_action_points	in_all_your_armies	10.0
inv_syracuse_military_hegemonia_eisphora	inv_faction_trait_public_order_from_war	in_all_your_provinces	2.0
inv_syracuse_military_hegemonia_eisphora	inv_tech_military_income_spoils_of_war	this_faction	875.0
