key	accuracy	ammo	armour	campaign_action_points	category	charge_bonus	class	dismounted_charge_bonus	dismounted_melee_attack	dismounted_melee_defense	historical_description_text	man_animation	man_entity	melee_attack	melee_defence	morale	bonus_hit_points	mount	num_animals	animal	num_mounts	primary_melee_weapon	primary_missile_weapon	rank_depth	shield	short_description_text	spacing	strengths_&_weaknesses_text	supports_first_person	training_level	num_guns	officers	articulated_record	engine	is_male	visibility_spotting_range_min	visibility_spotting_range_max	ability_global_recharge	attribute_group	spot_dist_tree	spot_dist_scrub	chariot	num_chariots	reload	loose_spacing	spotting_and_hiding	selection_vo	selected_vo_secondary	selected_vo_tertiary	hiding_scalar
3c_Aux_Persian_Skirmishers	5	7	cloth	1900	inf_ranged	3	inf_mis	1	8	12	3c_Eastern_Skirmishers	rome_man_javelin_sword_shield	rome_infantry_very_light_fast	8	12	20	5		0		0	rome_shortsword	rome_javelin	5	small_round	3c_auxiliary_persian_skirmishers	missile_inf	archer_cav	false	poorly_trained	0	3c_Arm_Officer_Low_Tier			true	50.0	1500.0	0.0	missile_infantry_warm	50.0	100.0		0	13	false	average_scouting	selected_javelinmen	selected_javelinmen	selected_inf_missile	0.9
3c_Aux_Persian_Spearmen	5	0	padded	1900	inf_melee	11	inf_spr	10	13	24	Eas_Persian_Light_Archers_Long	rome_man_spear_shield	rome_infantry_medium	13	24	35	5		0		0	rome_spear		6	tower	3c_auxiliary_persian_spearmen	melee_inf_barb	spear_avg	false	poorly_trained	0	3c_Arm_Officer_Low_Tier			true	50.0	1500.0	0.0	melee_infantry_warm	50.0	100.0		0	0	false	average_scouting	selected_spears	selected_spears	selected_inf_melee	1.0
3c_Aux_Pontic_Cavalry	5	0	bronze	2300	cavalry	76	cav_shk	35	35	17	3c_Aux_Pontic_Cavalry	rome_man_lance_cavalry	rome_infantry_very_heavy	46	17	60	20	3c_Eas_Eastern_Noble_Horse_Spear	0		80	rome_lance		4	none	Gre_Pontic_Royal_Cav_Tooltip	cav_melee	shock_cav_good	false	elite	0	3c_Aux_Officer_Cavalry			true	40.0	1500.0	0.0	heavy_cavalry_elite	40.0	80.0		0	0	false	terrible_spotting	selected_cavalry	selected_men_of_pontus	selected_short	1.0
3c_Aux_Rhodian_Slingers	5	25	light_padded	1900	inf_ranged	6	inf_mis	2	12	14	3c_Aux_Rhodian_Slingers	rome_man_sling	rome_infantry_very_light	12	14	55	15		0		0	rome_shortsword	rome_sling_lead	5	small_bronze	Aux_Gre_Rhodian_Slingers_Tooltip	missile_inf	slingers	false	poorly_trained	0	3c_Aux_Officer_Eastern			true	60.0	1500.0	0.0	missile_infantry	60.0	140.0		0	28	false	excellent_scouting	selected_slingers	selected_slingers	selected_inf_missile	0.9
3c_Aux_Sabean_Archers	5	15	cloth	1900	inf_ranged	3	inf_mis	1	8	12	Aux_Afr_Spr_Long	rome_man_composite_bow	rome_infantry_very_light	8	12	25	5		0		0	rome_shortsword	rome_bow	5	none	Aux_Sab_Archers_Tooltip	missile_inf	archers	false	poorly_trained	0	3c_Ara_Officer_Infantry			true	60.0	1500.0	0.0	missile_infantry_warm	60.0	140.0		0	13	false	excellent_scouting	selected_auxiliary_sabaean_archers	selected_auxiliary_sabaean_archers	selected_inf_missile	0.9
3c_Aux_Sabean_Cavalry	5	2	cloth	2300	cavalry	28	cav_mel	10	46	10	Aux_Afr_Spr_Long	rome_man_sword_shield_cavalry	rome_infantry_medium	46	10	40	15	rome_hellenic_horse_sword_shield_m	0		80	rome_generic_sword_cav	rome_javelin_precursor	4	caetra_cavalry	Aux_Sab_Cav_Tooltip	cav_melee	melee_cav_avg	false	poorly_trained	0	3c_Ara_Officer_Cavalry			true	60.0	1500.0	0.0	melee_cavalry_warm	60.0	150.0		0	0	false	excellent_scouting	selected_auxiliary_sabaean_cavalry	selected_auxiliary_sabaean_cavalry	selected_cavalry_melee	1.0
3c_Aux_Sabean_Spearmen	5	0	cloth	1900	inf_melee	11	inf_spr	10	13	24	Aux_Afr_Spr_Long	rome_man_spear_shield	rome_infantry_medium	13	24	30	5		0		0	rome_spear		6	tower	Aux_Afr_Spr_Tooltip	spear_inf	spear_avg	false	poorly_trained	0	3c_Ara_Officer_Infantry			true	60.0	1500.0	0.0	melee_infantry_warm	60.0	140.0		0	0	false	excellent_scouting	selected_auxiliary_sabaean_spearmen	selected_auxiliary_sabaean_spearmen	selected_infantry_melee	1.0
3c_Aux_Sarmatian_Horse_Archers	5	13	cloth	2300	cavalry	4	cav_mis	2	9	13	Ste_Archers_Long	rome_man_composite_bow_cavalry	rome_infantry_light	9	13	30	10	rome_scythian_horse_sword_l	0		80	rome_shortsword	rome_composite_bow_horse	4	none	Mer_Sar_Horse_Archers_Tooltip	missile_cav	archer_cav	false	poorly_trained	0	3c_Ala_Officer_Low_Tier_NoStandard			true	60.0	1500.0	0.0	missile_cavalry_parthian	60.0	150.0		0	18	false	excellent_scouting	selected_horse_archers	selected_auxiliaries	selected_cavalry_missile	1.0
3c_Aux_Sarmatian_Light_Cavalry	5	0	cloth	2600	cavalry	35	cav_mel	29	39	11	3c_Eas_Noble_Cataphracts	rome_man_spear_shield_cavalry	rome_infantry_light	39	11	40	10	rome_scythian_horse_spear_shield_l	0		80	rome_celtic_spear_cav		4	caetra_fast_cav	3c_auxiliary_sarmatian_light_cavalry	cav_melee	melee_cav_poor	false	poorly_trained	0	3c_Ala_Officer_Low_Tier_NoStandard			true	60.0	1500.0	0.0	melee_cavalry_cold	100.0	200.0		0	0	false	elite_scouting	selected_riders	selected_riders	selected_cavalry	0.9
3c_Aux_Scutarii	5	2	chest	1900	inf_melee	21	inf_mel	14	42	30	Ibe_Scut_Spear_Long	rome_man_sword_shield	rome_infantry_medium	42	30	45	15		0		0	rome_falcata	rome_iron_javelin	6	celtic	Ibe_Scutarii_Tooltip	melee_inf_barb	melee_avg	false	poorly_trained	0	3c_Aux_Officer_Infantry			true	50.0	1500.0	0.0	melee_infantry	50.0	100.0		0	0	true	average_scouting	selected_scutarii	selected_shieldmen	selected_scutarii	1.0
3c_Aux_Scutarii_Cavalry	5	0	chest	2300	cavalry	37	cav_mel	33	42	15	3c_Aux_Iberian_Cavalry	rome_man_spear_shield_cavalry	rome_infantry_heavy	42	24	55	15	rome_iberian_horse_spear_shield_m	0		80	rome_spear_cav		4	cavalry	Ibe_Scutarii_Cav_Tooltip	cav_melee	melee_cav_avg	false	poorly_trained	0	3c_Aux_Officer_Cavalry			true	60.0	1500.0	0.0	melee_cavalry	60.0	150.0		0	0	false	excellent_scouting	selected_scutarii	selected_inf_melee	selected_short	1.1
3c_Aux_Scythed_Chariots	5	0	scale_elite	2300	cavalry	45	chariot	11	54	29	3c_Pal_Scythed_Chariots	rome_man_chariot_rider	rome_infantry_very_heavy	54	29	55	15	rome_scythed_chariot_horse	0		4	rome_gladius		2	none	Gre_Scythed_Chariots_Tooltip	chariot	chariot_scythed	false	elite	0	3c_Aux_Officer_Infantry_NoStandard			true	40.0	1500.0	0.0	heavy_cavalry	30.0	60.0	chariot_roman	1	0	false	terrible_spotting	selected_chariot	selected_chariot	selected_chariot	1.0
3c_Aux_Spear_Infantry	5	0	mail	1900	inf_melee	15	inf_spr	14	18	30	Aux_Infantry_Long	rome_man_spear_shield	rome_infantry_heavy	18	30	45	10		0		0	rome_spear		6	oval	3c_auxiliary_spear_infantry	melee_inf_roman	spear_avg	false	trained	0	3c_Aux_Officer_Infantry			true	50.0	1500.0	0.0	heavy_infantry	50.0	100.0		0	0	false	average_scouting	selected_infantry	selected_infantry	selected_infantry	1.0
3c_Aux_Steppe_Cavalry	5	0	scale	2600	cavalry	38	cav_mel	22	48	17	Ste_Archers_Long	rome_man_spear_shield_cavalry	rome_infantry_heavy	48	17	50	15	3c_Ala_Winged_Horse_Spear	0		80	rome_celtic_spear_cav		4	germanic_cav	3c_auxiliary_steppe_cavalry	cav_melee	melee_cav_avg	false	poorly_trained	0	3c_Ala_Officer_Cav			true	60.0	1500.0	0.0	melee_cavalry_cold	50.0	100.0		0	0	false	average_scouting	selected_horsemen	selected_horsemen	selected_cavalry	1.0
3c_Aux_Steppe_Warriors	5	0	padded	2200	inf_melee	14	inf_mel	14	30	14	Ste_Archers_Long	rome_man_axe_shield	rome_infantry_medium	30	14	20	5		0		0	rome_celtic_axe		6	caetra	3c_auxiliary_steppe_warriors	melee_inf_barb	axemen	false	poorly_trained	0	3c_Ala_Officer_Low_Tier			true	60.0	1500.0	0.0	melee_infantry_cold	60.0	140.0		0	0	false	excellent_scouting	selected_inf_melee	selected_inf_melee	selected_inf_melee	1.0
3c_Aux_Swordsmen	5	2	chest	1900	inf_melee	10	inf_mel	7	34	20	3c_Aux_Unit_Generic_Long	rome_man_sword_shield	rome_infantry_heavy	34	20	40	10		0		0	rome_gladius	rome_javelin_precursor	6	thureos	3c_aux_swordsmen	melee_inf_roman	melee_avg	false	poorly_trained	0	3c_Aux_Officer_Infantry			true	50.0	1500.0	0.0	melee_infantry	50.0	100.0		0	0	false	average_scouting	selected_swords	selected_generic	selected_short	1.0
3c_Aux_Swordsmen_comm	5	2	chest	1900	inf_melee	10	inf_mel	7	34	20	3c_Aux_Unit_Generic_Long	rome_man_sword_shield	rome_infantry_heavy	34	20	40	10		0		0	rome_gladius	rome_javelin_precursor	6	thureos	3c_aux_swordsmen	melee_inf_roman	melee_avg	false	poorly_trained	0	3c_Aux_Officer_Infantry			true	50.0	1500.0	0.0	melee_infantry	50.0	100.0		0	0	false	average_scouting	selected_swords	selected_generic	selected_short	1.0
3c_Aux_Syrian_Archers	5	15	scale	1900	inf_ranged	4	inf_mis	2	10	13	Eas_Syrian_Heavy_Archers_Long	rome_man_bow	rome_infantry_light	10	13	40	15		0		0	rome_shortsword	rome_recurve_bow_elite	5	none	3c_auxiliary_syrian_archers	missile_inf	archers_elite	false	poorly_trained	0	3c_Arm_Officer_Archer			true	50.0	1500.0	0.0	missile_infantry	50.0	100.0		0	23	false	average_scouting	selected_archers	selected_archers	selected_inf_missile	0.9
3c_Aux_Thracian_Cavalry	5	0	leather	2300	cavalry	31	cav_mel	17	31	14	3c_Aux_Thracian_Generic	rome_man_spear_shield_cavalry	rome_infantry_medium	31	16	45	15	rome_celtic_horse_spear_shield_m	0		80	rome_celtic_spear_cav		4	cavalry	Thr_Horsemen_Tooltip	cav_melee	melee_cav_avg	false	poorly_trained	0	3c_Aux_Officer_Cavalry			true	60.0	1500.0	0.0	melee_cavalry	60.0	150.0		0	0	false	excellent_scouting	selected_spear_horsemen	selected_thracian_cavalry	selected_spear_horsemen	1.0
3c_Aux_Thracian_Heroic_Riders	5	2	bronze	2300	cavalry	43	cav_mel	26	49	16	3c_Aux_Thracian_Generic	rome_man_spear_shield_cavalry	rome_infantry_very_heavy	49	16	70	20	3c_Got_Greuthungi_Horse	0		80	rome_spear_cav_elite	rome_javelin_precursor	4	cavalry	3c_auxiliary_thracian_nobles	cav_melee	melee_cav_good	false	elite	0	3c_Aux_Officer_Cavalry			true	60.0	1500.0	0.0	melee_cavalry_elite_charge_reflector	50.0	100.0		0	0	false	good_scouting	selected_thracian_royal_cavalry	selected_royal_cavalry	selected_thracian_royal_cavalry	1.1
3c_Aux_Thracian_Horse_Skirmishers	5	7	cloth	2300	cavalry	10	cav_mis	2	9	13	3c_Aux_Thracian_Generic	rome_man_javelin_sword_shield_cavalry	rome_infantry_light	14	13	35	10	rome_celtic_horse_sword_shield_l	0		80	rome_shortsword	rome_javelin	4	cavalry	Thr_Skirm_Tooltip	missile_cav	javelin_cav	false	poorly_trained	0	3c_Aux_Officer_Cavalry			true	60.0	1500.0	0.0	missile_cavalry	60.0	150.0		0	18	false	superior_scouting	selected_thracian_cavalry	selected_thracian_cavalry	selected_cavalry_missile	1.0
3c_Aux_Thracian_Light_Cavalry	5	0	cloth	2300	cavalry	33	cav_mel	29	39	11	3c_Aux_Thracian_Generic	rome_man_spear_shield_cavalry	rome_infantry_light	39	11	45	10	rome_celtic_horse_spear_shield_l	0		80	rome_celtic_spear_cav		4	caetra_fast_cav	Thr_Cav_Tooltip	cav_melee	melee_cav_poor	false	poorly_trained	0	3c_Aux_Officer_Cavalry			true	60.0	1500.0	0.0	melee_cavalry	100.0	200.0		0	0	false	elite_scouting	selected_riders	selected_riders	selected_cavalry	0.9
3c_Aux_Thracian_Slingers	5	25	cloth	1900	inf_ranged	3	inf_mis	1	8	12	3c_Aux_Thracian_Generic	rome_man_sling	rome_infantry_very_light	12	12	25	5		0		0	rome_shortsword	rome_sling	5	pelta	Thr_Slingers_Tooltip	missile_inf	slingers	false	poorly_trained	0	3c_Aux_Officer_Infantry			true	60.0	1500.0	0.0	missile_infantry	60.0	140.0		0	13	false	excellent_scouting	selected_slingers	selected_slingers	selected_inf_missile	0.9
3c_Aux_Thracian_Warriors	5	0	cloth	1900	inf_melee	36	inf_mel	23	45	12	3c_Aux_Thracian_Generic	rome_man_falx	rome_infantry_medium	46	12	40	10		0		0	rome_rhomphaia		6	thracian	3c_auxiliary_thracian_warriors	falx_inf	melee_poor	false	poorly_trained	0	3c_Aux_Officer_Infantry			true	40.0	1500.0	0.0	melee_infantry	40.0	80.0		0	0	false	poor_scouting	selected_thracian_warriors	selected_warriors	selected_thracian_warriors	1.0
3c_Bri_Ballista	5	15	cloth	1900	artillery	6	art_fld	2	9	14	Rom_Ballista_Long	rome_man_ballista_med_crew	rome_infantry_very_heavy	9	14	45	5		0		0	rome_shortsword		1	none	Bri_Ballista_Tooltip	artillery	ballista	true	poorly_trained	4	3c_Cal_Officer_Infantry_NoStandard		ballista_medium	true	40.0	500.0	0.0	artillery_cold	40.0	80.0		0	4	false	Not_a_Scout	selected_ballista	selected_ballista	selected_ballista	1.0
3c_Bri_Ballista_Bastion	5	25	cloth	1900	artillery	6	art_fld	2	5	14	Rom_Ballista_Long	rome_man_ballista_med_crew	rome_infantry_very_heavy	9	14	45	0		0		0	rome_shortsword		1	none	Bri_Ballista_Tooltip	artillery	ballista	true	poorly_trained	4	3c_Cal_Officer_Infantry_NoStandard		ballista_medium_bastion	true	40.0	500.0	0.0	artillery_cold	40.0	80.0		0	20	false	Not_a_Scout	selected_ballista	selected_ballista	selected_ballista	1.0
3c_Bri_Cheiroballistra	5	40	cloth	1900	artillery	6	art_fld	2	5	14	Ibe_Scorpion_Long	rome_man_cheiroballistra_crew	rome_infantry_medium	9	14	40	5		0		0	rome_shortsword		1	none	Bri_Scorpion_Tooltip	artillery	scorpion	true	trained	4	3c_Cal_Officer_Infantry_NoStandard		cheiroballistra	true	40.0	500.0	0.0	artillery_cold	40.0	80.0		0	4	false	Not_a_Scout	selected_scorpion	selected_scorpion	selected_scorpion	1.0
3c_Bri_Giant_Ballista	5	15	cloth	1900	artillery	6	art_fix	2	9	14	Rom_Ballista_Long	rome_man_ballista_giant_crew	rome_infantry_medium	9	14	40	5		0		0	rome_shortsword		1	none	Bri_Giant_Ballista_Tooltip	giant_artillery	ballista_giant	true	poorly_trained	4	3c_Cal_Officer_Infantry_NoStandard		ballista_giant	true	40.0	500.0	0.0	artillery_cold	40.0	80.0		0	4	false	Not_a_Scout	selected_giant_ballista	selected_heavy_ballista	selected_giant_ballista	1.0
3c_Bri_Large_Onager	5	15	cloth	1900	artillery	7	art_fld	3	9	14	Ibe_Onager_Long	rome_man_onager_large_crew	rome_infantry_medium	9	14	40	5		0		0	rome_shortsword		1	none	Bri_Large_Onager_Tooltip	giant_artillery	onager	true	poorly_trained	4	3c_Cal_Officer_LowTier_NoStandard		onager_large	true	40.0	500.0	0.0	artillery_cold	40.0	80.0		0	4	false	Not_a_Scout	selected_heavy_onager	selected_heavy_onager	selected_heavy_onager	1.0
3c_Bri_Onager	5	15	cloth	1900	artillery	6	art_fld	2	9	14	Ibe_Onager_Long	rome_man_onager_crew	rome_infantry_medium	9	14	40	5		0		0	rome_shortsword		1	none	Bri_Onager_Tooltip	artillery	onager	false	poorly_trained	4	3c_Cal_Officer_LowTier_NoStandard		onager	true	40.0	500.0	0.0	artillery_cold	40.0	80.0		0	4	false	Not_a_Scout	selected_onager	selected_stone_thrower	selected_onager	1.0
3c_Bri_Onager_Bastion	5	25	cloth	1900	artillery	6	art_fld	6	5	14	Ibe_Onager_Long	rome_man_onager_crew	rome_infantry_medium	9	14	40	0		0		0	rome_shortsword		1	none	Bri_Onager_Tooltip	artillery	onager	false	poorly_trained	4	3c_Cal_Officer_LowTier_NoStandard		onager_bastion	true	40.0	500.0	0.0	artillery_cold	40.0	80.0		0	20	false	Not_a_Scout	selected_onager	selected_stone_thrower	selected_onager	1.0
3c_Bri_Scorpion	5	30	cloth	1900	artillery	6	art_fix	2	9	14	Ibe_Scorpion_Long	rome_man_scorpio_crew	rome_infantry_medium	9	14	40	5		0		0	rome_shortsword		1	none	Bri_Scorpion_Tooltip	artillery	scorpion	true	poorly_trained	4	3c_Cal_Officer_LowTier		scorpio	true	40.0	500.0	0.0	artillery_cold	40.0	80.0		0	4	false	Not_a_Scout	selected_scorpion	selected_scorpion	selected_scorpion	1.0
3c_Bri_Scorpion_Bastion	5	40	cloth	1900	artillery	6	art_fix	2	5	14	Ibe_Scorpion_Long	rome_man_scorpio_crew	rome_infantry_medium	9	14	40	0		0		0	rome_shortsword		1	none	Bri_Scorpion_Tooltip	artillery	scorpion_bastion	true	poorly_trained	4	3c_Cal_Officer_LowTier		scorpio_bastion	true	40.0	500.0	0.0	artillery_cold	40.0	80.0		0	20	false	Not_a_Scout	selected_scorpion	selected_scorpion	selected_scorpion	1.0
3c_Cal_Ambushers	5	5	none	1900	inf_ranged	32	inf_mel	32	32	27	3c_Ger_Ambushers	rome_man_sword_shield	rome_infantry_light_fast_barb	32	30	40	10		0		0	rome_celtic_longsword_bonus_infantry	rome_javelin_light_nonprecursor	6	celtic_shock	Bri_Ambushers_Tooltip	melee_inf_barb	melee_avg	false	trained	0	3c_Cal_Officer_Infantry			true	60.0	1500.0	0.0	melee_infantry_stealth_cold	80.0	160.0		0	0	false	superior_scouting	selected_ambushers	selected_britons	selected_generic_briton	0.7
3c_Cal_Armoured_Chariots	5	8	mail_improved	2300	cavalry	35	chariot	32	43	32	Bri_Chariots_Long	rome_man_chariot_rider_javelin	rome_infantry_very_heavy	46	42	70	20	rome_celtic_chariot_horse	0		2	rome_celtic_longsword	rome_javelin_improved	4	cavalry	3c_armored_chariots	chariot	chariot	false	elite	0	3c_Cal_Officer_Chariot			true	60.0	1500.0	0.0	missile_cavalry_parthian_cold	50.0	100.0	chariot_celtic_3c	1	20	false	good_scouting	selected_chariot	selected_chariot	selected_britons	1.0
3c_Cal_Armoured_Chariots_comm	5	8	mail_improved	2300	cavalry	35	chariot	32	43	32	Bri_Chariots_Long	rome_man_chariot_rider_javelin	rome_infantry_very_heavy	46	42	70	20	rome_celtic_chariot_horse	0		2	rome_celtic_longsword	rome_javelin_improved	4	cavalry	3c_armored_chariots	chariot	chariot	false	elite	0	3c_Cal_Officer_Chariot			true	60.0	1500.0	0.0	missile_cavalry_parthian_cold	50.0	100.0	chariot_celtic_3c	1	20	false	good_scouting	selected_chariot	selected_chariot	selected_britons	1.0
3c_Cal_Caledonian_Heroic_Riders	5	0	mail	2300	cavalry	46	cav_mel	32	49	17	3c_Cal_Caledonian_Heroic_Riders	rome_man_spear_shield_cavalry	rome_infantry_very_heavy	49	24	70	20	3c_Got_Greuthungi_Horse	0		80	rome_celtic_spear_cav_elite		4	cavalry	3c_caledonian_heroic_riders	cav_melee	melee_cav_good	false	elite	0	3c_Cal_Officer_Cavalry			true	60.0	1500.0	0.0	melee_cavalry_elite_charge_reflector_cold	60.0	150.0		0	0	false	superior_scouting	selected_heroic_riders	selected_generic	selected_heroic_riders	1.0
3c_Cal_Caledonian_Heroic_Riders_comm	5	0	mail	2300	cavalry	46	cav_mel	32	49	17	3c_Cal_Caledonian_Heroic_Riders	rome_man_spear_shield_cavalry	rome_infantry_very_heavy	49	24	70	20	3c_Got_Greuthungi_Horse	0		80	rome_celtic_spear_cav_elite		4	cavalry	3c_caledonian_heroic_riders	cav_melee	melee_cav_good	false	elite	0	3c_Cal_Officer_Cavalry			true	60.0	1500.0	0.0	melee_cavalry_elite_charge_reflector_cold	60.0	150.0		0	0	false	superior_scouting	selected_heroic_riders	selected_generic	selected_heroic_riders	1.0
3c_Cal_Caledonian_Oathsworn	5	2	mail	1900	inf_melee	32	inf_mel	32	43	32	3c_Cal_Caledonian_Oathsworn	rome_man_sword_shield	rome_infantry_very_heavy	43	39	70	20		0		0	rome_celtic_longsword_elite	rome_javelin_precursor	6	celtic	Cel_Oathsworn_Tooltip	melee_inf_barb	melee_good	false	elite	0	3c_Cal_Officer_Infantry			true	40.0	1500.0	0.0	melee_infantry_elite_cold	40.0	80.0		0	0	false	very_poor_scouting	selected_heroic_nobles	selected_generic_briton	selected_heroic_nobles	1.0
3c_Cal_Caledonian_Oathsworn_comm	5	2	mail	1900	inf_melee	32	inf_mel	32	43	32	3c_Cal_Caledonian_Oathsworn	rome_man_sword_shield	rome_infantry_very_heavy	43	39	70	20		0		0	rome_celtic_longsword_elite	rome_javelin_precursor	6	celtic	Cel_Oathsworn_Tooltip	melee_inf_barb	melee_good	false	elite	0	3c_Cal_Officer_Infantry			true	40.0	1500.0	0.0	melee_infantry_elite_cold	40.0	80.0		0	0	false	very_poor_scouting	selected_heroic_nobles	selected_generic_briton	selected_heroic_nobles	1.0
3c_Cal_Caledonian_Spear_Wall	5	2	mail	1900	inf_melee	22	inf_spr	22	23	38	3c_Cal_Caledonian_Spear_Wall	rome_man_spear_shield	rome_infantry_very_heavy	28	40	55	15		0		0	rome_celtic_spear_anti_cav	rome_javelin_precursor	6	celtic	Ger_Spear_Wall_Tooltip	melee_inf_barb	spear_avg	false	trained	0	3c_Cal_Officer_Infantry			true	40.0	1500.0	0.0	melee_infantry_charge_reflector_cold_scare	50.0	100.0		0	0	false	good_scouting	selected_chosen_spears	selected_chosen_spears	selected_spears	1.0
3c_Cal_Chosen_Sword_Band	5	2	mail	1900	inf_melee	29	inf_mel	24	31	29	3c_Gal_Gallic_Warriors	rome_man_sword_shield	rome_infantry_very_heavy	33	29	50	15		0		0	rome_celtic_longsword	rome_javelin_precursor	6	celtic	Cel_Chosen_Sword_Tooltip	melee_inf_barb	melee_avg	false	poorly_trained	0	3c_Cal_Officer_Infantry			true	50.0	1500.0	0.0	melee_infantry_cold	50.0	100.0		0	0	false	good_scouting	selected_chosen_swords	selected_sword_band	selected_britons	1.0
3c_Cal_Elite_Highland_Archers	5	15	leather	1900	inf_ranged	6	inf_mis	2	12	14	3c_Cal_Highland_Archers	rome_man_longbow	rome_infantry_very_light	12	18	65	15		0		0	rome_celtic_hellenic_sword	rome_longbow	5	none	3c_elite_highland_archers	missile_inf	archers_elite	false	well_trained	0	3c_Cal_Officer_Infantry			true	60.0	1500.0	0.0	missile_infantry_cold_stealth_guerrilla	200.0	200.0		0	28	false	elite_scouting	selected_Nordic_Highland_Archers	selected_Nordic_Highland_Archers	selected_Nordic_Highland_Archers	0.8
3c_Cal_Highland_Archers	5	15	cloth	1900	inf_ranged	6	inf_mis	2	12	14	3c_Cal_Highland_Archers	rome_man_longbow	rome_infantry_very_light	12	14	55	15		0		0	rome_celtic_hellenic_sword	rome_longbow	5	none	3c_highland_archers	missile_inf	archers_elite	false	trained	0	3c_Cal_Officer_Infantry			true	60.0	1500.0	0.0	missile_infantry_cold_stealth_guerrilla	200.0	200.0		0	28	false	elite_scouting	selected_Nordic_Highland_Archers	selected_inf_missile	selected_Nordic_Highland_Archers	0.8
3c_Cal_Scatha_Shadows	5	5	leather	1900	inf_melee	30	inf_mel	32	32	27	3c_Scatha_Shadows	rome_man_sword_shield	rome_infantry_light_fast_barb	30	30	50	10		0		0	rome_celtic_longsword_bonus_infantry	rome_javelin_light_nonprecursor	6	celtic_round	3c_scatha_shadows	melee_inf_barb	melee_avg	false	well_trained	0	3c_Cal_Scatha_Officer			false	60.0	1500.0	0.0	melee_infantry_stealth_cold	80.0	160.0		0	0	false	superior_scouting	selected_generic_female	selected_short	selected_generic_female	0.7
3c_Cel_Celtic_Archers	5	15	cloth	1900	inf_ranged	3	inf_mis	1	8	12	Cel_Slingers_Long	rome_man_celtic_bow	rome_infantry_very_light	8	12	25	5		0		0	rome_shortsword	rome_bow	5	none	3c_celtic_archers	missile_inf	archers	false	poorly_trained	0	3c_Cal_Officer_LowTier			true	60.0	1500.0	0.0	missile_infantry_cold	80.0	160.0		0	13	false	superior_scouting	selected_bowmen	selected_bows	selected_celts	0.7
3c_Cel_Celtic_Horse_Skirmishers	5	7	cloth	2300	cavalry	22	cav_mis	4	34	10	Eas_Horse_Skirm_Long	rome_man_javelin_sword_shield_cavalry	rome_infantry_light_fast	32	8	30	10	rome_celtic_horse_sword_shield_vl	0		80	rome_celtic_hellenic_sword_cav	rome_javelin	4	germanic_cav	3c_celtic_horse_skirmishers	cav_melee	melee_cav_avg	false	poorly_trained	0	3c_Cal_Officer_LowTier_NoStandard			true	60.0	1500.0	0.0	missile_cavalry_parthian_cold	100.0	200.0		0	10	false	elite_scouting	selected_scout_riders	selected_scouts	selected_riders	0.9
3c_Cel_Celtic_Horsemen	5	2	cloth	2300	cavalry	31	cav_mel	21	31	10	3c_Gal_Gallic_light_Cavalry	rome_man_spear_shield_cavalry	rome_infantry_light	38	10	35	5	rome_celtic_horse_spear_shield_l	0		80	rome_celtic_spear_cav	rome_javelin_precursor	4	cavalry	3c_celtic_horsemen	cav_melee	melee_cav_poor	false	poorly_trained	0	3c_Cal_Officer_Cavalry			true	60.0	1500.0	0.0	melee_cavalry_cold	100.0	200.0		0	0	false	elite_scouting	selected_scout_riders	selected_scouts	selected_riders	0.9
3c_Cel_Celtic_Levy	5	2	cloth	1900	inf_melee	15	inf_spr	15	12	25	3c_Celtic_Levy	rome_man_spear_shield	rome_infantry_light	12	25	30	10		0		0	rome_celtic_spear_anti_cav	rome_javelin_precursor	6	celtic	3c_celtic_levy	melee_inf_barb	spear_poor	false	poorly_trained	0	3c_Cal_Officer_LowTier			true	40.0	1500.0	0.0	melee_infantry_cold	40.0	80.0		0	0	false	very_poor_scouting	selected_levy_freemen	selected_levy	selected_freemen	0.8
3c_Cel_Celtic_Nobles	5	0	leather	2300	cavalry	39	cav_mel	25	42	15	3c_Gal_Gallic_light_Cavalry	rome_man_spear_shield_cavalry	rome_infantry_heavy	42	22	55	15	3c_Got_Greuthungi_Horse	0		80	rome_celtic_spear_cav		4	cavalry	Ger_Noble_Riders_Tooltip	cav_melee	melee_cav_avg	false	poorly_trained	0	3c_Cal_Officer_Cavalry			true	60.0	1500.0	0.0	melee_cavalry_cold	50.0	100.0		0	0	false	average_scouting	selected_cavalry	selected_generic	selected_short	1.0
3c_Cel_Celtic_Nobles_comm	5	0	leather	2300	cavalry	39	cav_mel	25	42	15	3c_Gal_Gallic_light_Cavalry	rome_man_spear_shield_cavalry	rome_infantry_heavy	42	22	55	15	3c_Got_Greuthungi_Horse	0		80	rome_celtic_spear_cav		4	cavalry	Ger_Noble_Riders_Tooltip	cav_melee	melee_cav_avg	false	poorly_trained	0	3c_Cal_Officer_Cavalry			true	60.0	1500.0	0.0	melee_cavalry_cold	50.0	100.0		0	0	false	average_scouting	selected_cavalry	selected_generic	selected_short	1.0
